table_name,table_description,ordinal_position,column_name,display_label,source_fields,definition,formula,documentation_kind
shapeformer_decision_evidence,Persisted root CSV report table,7,shapeformer_subject_macro_F1,shapeformer_subject_macro_F1,shapeformer_subject_macro_F1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
shapeformer_decision_evidence,Persisted root CSV report table,8,comparator_subject_macro_F1,comparator_subject_macro_F1,comparator_subject_macro_F1,Unweighted mean of the K class-specific F1 scores.,macro-F1 = (1/K) * sum_c F1_c,inferred_metric_formula
shapeformer_decision_evidence,Persisted root CSV report table,9,shapeformer_minus_comparator_macro_F1,shapeformer_minus_comparator_macro_F1,shapeformer_minus_comparator_macro_F1,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_evidence,Persisted root CSV report table,10,shapeformer_runtime_seconds,shapeformer_runtime_seconds,shapeformer_runtime_seconds,Persisted source-table value for `shapeformer_runtime_seconds`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_evidence,Persisted root CSV report table,11,comparator_runtime_seconds,comparator_runtime_seconds,comparator_runtime_seconds,Persisted source-table value for `comparator_runtime_seconds`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_evidence,Persisted root CSV report table,12,shapeformer_runtime_ratio,shapeformer_runtime_ratio,shapeformer_runtime_ratio,Persisted source-table value for `shapeformer_runtime_ratio`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_summary,Persisted root CSV report table,1,comparison,comparison,comparison,Persisted source-table value for `comparison`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_summary,Persisted root CSV report table,2,n_matched_repeat_seeds,n_matched_repeat_seeds,n_matched_repeat_seeds,Number of units satisfying the column's stated inclusion condition.,count = sum_i 1[unit i satisfies the stated condition],count_formula
shapeformer_decision_summary,Persisted root CSV report table,3,difference_direction,difference_direction,difference_direction,Persisted source-table value for `difference_direction`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_summary,Persisted root CSV report table,4,formal_v2_inference,formal_v2_inference,formal_v2_inference,Persisted source-table value for `formal_v2_inference`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_summary,Persisted root CSV report table,5,shapeformer_minus_comparator_BA_n_repeats,shapeformer_minus_comparator_BA_n_repeats,shapeformer_minus_comparator_BA_n_repeats,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,6,shapeformer_minus_comparator_BA_mean,shapeformer_minus_comparator_BA_mean,shapeformer_minus_comparator_BA_mean,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,7,shapeformer_minus_comparator_BA_sample_sd,shapeformer_minus_comparator_BA_sample_sd,shapeformer_minus_comparator_BA_sample_sd,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,8,shapeformer_minus_comparator_BA_repeat_t_ci95_low,shapeformer_minus_comparator_BA_repeat_t_ci95_low,shapeformer_minus_comparator_BA_repeat_t_ci95_low,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,9,shapeformer_minus_comparator_BA_repeat_t_ci95_high,shapeformer_minus_comparator_BA_repeat_t_ci95_high,shapeformer_minus_comparator_BA_repeat_t_ci95_high,Paired candidate-minus-reference difference in Macro-average recall across the K declared classes.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,10,shapeformer_minus_comparator_BA_repeat_t_ci95_method,shapeformer_minus_comparator_BA_repeat_t_ci95_method,shapeformer_minus_comparator_BA_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
shapeformer_decision_summary,Persisted root CSV report table,11,shapeformer_minus_comparator_macro_F1_n_repeats,shapeformer_minus_comparator_macro_F1_n_repeats,shapeformer_minus_comparator_macro_F1_n_repeats,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,12,shapeformer_minus_comparator_macro_F1_mean,shapeformer_minus_comparator_macro_F1_mean,shapeformer_minus_comparator_macro_F1_mean,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,13,shapeformer_minus_comparator_macro_F1_sample_sd,shapeformer_minus_comparator_macro_F1_sample_sd,shapeformer_minus_comparator_macro_F1_sample_sd,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,14,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_low,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_low,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_low,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,15,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_high,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_high,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_high,Paired candidate-minus-reference difference in Unweighted mean of the K class-specific F1 scores.,delta = metric_candidate - metric_reference on the declared matched unit,paired_difference_formula
shapeformer_decision_summary,Persisted root CSV report table,16,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_method,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_method,shapeformer_minus_comparator_macro_F1_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
shapeformer_decision_summary,Persisted root CSV report table,17,shapeformer_runtime_ratio_n_repeats,shapeformer_runtime_ratio_n_repeats,shapeformer_runtime_ratio_n_repeats,Persisted source-table value for `shapeformer_runtime_ratio_n_repeats`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
shapeformer_decision_summary,Persisted root CSV report table,18,shapeformer_runtime_ratio_mean,shapeformer_runtime_ratio_mean,shapeformer_runtime_ratio_mean,Arithmetic mean of the reported statistic over the table's declared units,mean = (1/n) * sum_i x_i,arithmetic_mean_formula
shapeformer_decision_summary,Persisted root CSV report table,19,shapeformer_runtime_ratio_sample_sd,shapeformer_runtime_ratio_sample_sd,shapeformer_runtime_ratio_sample_sd,Sample standard deviation of the reported statistic,sample SD = sqrt[sum_i (x_i - mean)^2 / (n - 1)],sample_sd_formula
shapeformer_decision_summary,Persisted root CSV report table,20,shapeformer_runtime_ratio_repeat_t_ci95_low,shapeformer_runtime_ratio_repeat_t_ci95_low,shapeformer_runtime_ratio_repeat_t_ci95_low,Reported 95% confidence bound or interval for the reported statistic,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
shapeformer_decision_summary,Persisted root CSV report table,21,shapeformer_runtime_ratio_repeat_t_ci95_high,shapeformer_runtime_ratio_repeat_t_ci95_high,shapeformer_runtime_ratio_repeat_t_ci95_high,Reported 95% confidence bound or interval for the reported statistic,"repeat CI95 = 1 * (mean +/- t_(0.975,n-1) * sample_SD / sqrt(n))",repeat_student_t_interval_formula
shapeformer_decision_summary,Persisted root CSV report table,22,shapeformer_runtime_ratio_repeat_t_ci95_method,shapeformer_runtime_ratio_repeat_t_ci95_method,shapeformer_runtime_ratio_repeat_t_ci95_method,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
shapeformer_decision_summary,Persisted root CSV report table,23,participant_cluster_delta_ci95_low,participant_cluster_delta_ci95_low,participant_cluster_delta_ci95_low,Participant-cluster percentile-bootstrap 95% CI lower endpoint for the reported statistic,"CI95 = [Q_0.025(T_b), Q_0.975(T_b)], b=1..B; T_b = metric_candidate,b - metric_reference,b from the same participant draw; each draw resamples participant IDs with replacement under the declared strata and carries every repeat/row belonging to each sampled participant cluster",participant_cluster_interval_formula
shapeformer_decision_summary,Persisted root CSV report table,24,participant_cluster_delta_ci95_high,participant_cluster_delta_ci95_high,participant_cluster_delta_ci95_high,Participant-cluster percentile-bootstrap 95% CI upper endpoint for the reported statistic,"CI95 = [Q_0.025(T_b), Q_0.975(T_b)], b=1..B; T_b = metric_candidate,b - metric_reference,b from the same participant draw; each draw resamples participant IDs with replacement under the declared strata and carries every repeat/row belonging to each sampled participant cluster",participant_cluster_interval_formula
shapeformer_decision_summary,Persisted root CSV report table,25,participant_cluster_ci_applicability,participant_cluster_ci_applicability,participant_cluster_ci_applicability,"Direct method, applicability, reason, metric-roster, or cluster-unit provenance for the reported statistic.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
source_evidence,Persisted root CSV report table,1,source_study,source_study,source_study,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
source_evidence,Persisted root CSV report table,2,source_kind,source_kind,source_kind,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
source_evidence,Persisted root CSV report table,3,source_file,source_file,source_file,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
source_evidence,Persisted root CSV report table,4,size_bytes,size_bytes,size_bytes,Persisted source-table value for `size_bytes`; producer-specific semantics are not reinterpreted by the shared table renderer.,N/A — direct persisted/source-defined value; the table renderer applies no additional arithmetic.,safe_source_defined_fallback
source_evidence,Persisted root CSV report table,5,sha256,sha256,sha256,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
table_figure_pairs,Persisted root CSV report table,1,figure_id,figure_id,figure_id,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
table_figure_pairs,Persisted root CSV report table,2,title,title,title,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
table_figure_pairs,Persisted root CSV report table,3,figure_path,figure_path,figure_path,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
table_figure_pairs,Persisted root CSV report table,4,table_path,table_path,table_path,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
table_figure_pairs,Persisted root CSV report table,5,interpretation,interpretation,interpretation,"Direct identifier, provenance, configuration, grouping, or status value.","N/A — identifier, provenance, configuration, status, or other non-arithmetic field.",non_arithmetic_audit_field
